"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 1"
"Sample Count: 604"
"Start Time: 11/29/2023 4:30:34.7 PM"
"Scan Rate: 10"
"Sample","Date/Time","Encoder (Ticks)"
"551","11/29/2023 4:31:29.8 PM","244867"
"552","11/29/2023 4:31:29.9 PM","245313"
"553","11/29/2023 4:31:30.0 PM","245756"
"554","11/29/2023 4:31:30.1 PM","246203"
"555","11/29/2023 4:31:30.2 PM","246649"
"556","11/29/2023 4:31:30.3 PM","247087"
"557","11/29/2023 4:31:30.4 PM","247540"
"558","11/29/2023 4:31:30.5 PM","247976"
"559","11/29/2023 4:31:30.6 PM","248426"
"560","11/29/2023 4:31:30.7 PM","248872"
"561","11/29/2023 4:31:30.8 PM","249317"
"562","11/29/2023 4:31:30.9 PM","249753"
"563","11/29/2023 4:31:31.0 PM","250199"
"564","11/29/2023 4:31:31.1 PM","250649"
"565","11/29/2023 4:31:31.2 PM","251093"
"566","11/29/2023 4:31:31.3 PM","251537"
"567","11/29/2023 4:31:31.4 PM","251977"
"568","11/29/2023 4:31:31.5 PM","252422"
"569","11/29/2023 4:31:31.6 PM","252867"
"570","11/29/2023 4:31:31.7 PM","253316"
"571","11/29/2023 4:31:31.8 PM","253761"
"572","11/29/2023 4:31:31.9 PM","254202"
"573","11/29/2023 4:31:32.0 PM","254643"
"574","11/29/2023 4:31:32.1 PM","255087"
"575","11/29/2023 4:31:32.2 PM","255535"
"576","11/29/2023 4:31:32.3 PM","255976"
"577","11/29/2023 4:31:32.4 PM","256423"
"578","11/29/2023 4:31:32.5 PM","256865"
"579","11/29/2023 4:31:32.6 PM","257316"
"580","11/29/2023 4:31:32.7 PM","257760"
"581","11/29/2023 4:31:32.8 PM","258199"
"582","11/29/2023 4:31:32.9 PM","258649"
"583","11/29/2023 4:31:33.0 PM","259094"
"584","11/29/2023 4:31:33.1 PM","259534"
"585","11/29/2023 4:31:33.2 PM","259981"
"586","11/29/2023 4:31:33.3 PM","260428"
"587","11/29/2023 4:31:33.4 PM","260867"
"588","11/29/2023 4:31:33.5 PM","261312"
"589","11/29/2023 4:31:33.6 PM","261757"
"590","11/29/2023 4:31:33.7 PM","262200"
"591","11/29/2023 4:31:33.8 PM","262650"
"592","11/29/2023 4:31:33.9 PM","263088"
"593","11/29/2023 4:31:34.0 PM","263533"
"594","11/29/2023 4:31:34.1 PM","263983"
"595","11/29/2023 4:31:34.2 PM","264428"
"596","11/29/2023 4:31:34.3 PM","264870"
"597","11/29/2023 4:31:34.4 PM","265319"
"598","11/29/2023 4:31:34.5 PM","265757"
"599","11/29/2023 4:31:34.6 PM","266199"
"600","11/29/2023 4:31:34.7 PM","266649"
"601","11/29/2023 4:31:34.8 PM","267094"
"602","11/29/2023 4:31:34.9 PM","267534"
"603","11/29/2023 4:31:35.0 PM","267975"
